City,Date,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Computed_AQI,Computed_AQI_Bucket,Year,Month,Season
indore,3/20/2020,49.4,162.22,8.36,80.42,0.75,35.42,27.09,141.6763758,Moderate,2020,3,Summer
indore,3/21/2020,43.52,146,18.96,75.43,0.89,35.42,25.44,130.8993289,Moderate,2020,3,Summer
indore,3/22/2020,44.23,115.83,11.09,73.65,0.71,34.96,32.07,110.8534899,Moderate,2020,3,Summer
indore,3/23/2020,47.23,139.23,6.84,82.22,1.35,35.78,33.65,126.4011409,Moderate,2020,3,Summer
indore,3/24/2020,32.62,117.04,6.42,60.62,0.43,35.71,34.48,111.6574497,Moderate,2020,3,Summer
indore,3/25/2020,20.45,75.85,6.1,47.42,0.32,36.24,27.33,75.85,Satisfactory,2020,3,Summer
indore,3/26/2020,21.87,53.16,5.16,48.55,0.33,34.78,26.85,60.48589744,Satisfactory,2020,3,Summer
indore,3/27/2020,14.93,26.95,5.9,37.75,0.34,33.66,28.29,47.1875,Good,2020,3,Summer
indore,3/28/2020,16.48,36.38,5.7,30.97,0.3,32.79,16.18,38.7125,Good,2020,3,Summer
indore,3/29/2020,22.43,53.21,3.91,32.67,0.33,32.54,13.67,53.21,Satisfactory,2020,3,Summer
indore,3/30/2020,25.27,64.23,4.62,38.22,0.4,32.96,10.64,64.23,Satisfactory,2020,3,Summer
indore,3/31/2020,28.56,69.91,5.87,36.85,0.36,32.84,13.99,69.91,Satisfactory,2020,3,Summer
indore,4/1/2020,25.55,81.41,6.3,30.88,0.31,34.72,9.04,81.41,Satisfactory,2020,4,Summer
indore,4/2/2020,19.46,84.54,5.77,30.69,0.27,34.97,12.08,84.54,Satisfactory,2020,4,Summer
indore,4/3/2020,11.5,62.98,5.59,30.31,0.21,35.17,10.01,62.98,Satisfactory,2020,4,Summer
indore,4/4/2020,15.74,73.17,3.79,35.37,0.32,36.49,10.67,73.17,Satisfactory,2020,4,Summer
indore,4/5/2020,25.39,73.84,5.97,34.28,0.37,37.07,10.74,73.84,Satisfactory,2020,4,Summer
indore,4/6/2020,36.18,91.06,7.56,25.17,0.45,36.82,10.14,91.06,Satisfactory,2020,4,Summer
indore,4/7/2020,36.76,97.21,7.29,22.73,0.42,36.96,8.18,97.21,Satisfactory,2020,4,Summer
indore,4/8/2020,37.69,106.98,6.6,22.13,0.41,37.42,7.82,104.9732886,Moderate,2020,4,Summer
indore,4/9/2020,62.06,138.91,8.69,25.35,0.63,37.12,12.27,126.1885235,Moderate,2020,4,Summer
indore,4/10/2020,57.63,135.3,8.73,26.05,0.63,35.7,10.49,123.7899329,Moderate,2020,4,Summer
indore,4/11/2020,95.72,145.09,10.86,40.56,0.97,36.93,15.43,217.1131034,Moderate,2020,4,Summer
indore,4/12/2020,83.23,163.78,9.68,34.29,0.71,36.91,12.04,176.8886207,Moderate,2020,4,Summer
indore,4/13/2020,80.58,166.26,11.7,37.63,0.8,37.55,11.71,167.842069,Moderate,2020,4,Summer
indore,4/14/2020,44.43,166.96,8.71,38.58,0.79,37.75,11.67,144.8257718,Moderate,2020,4,Summer
indore,4/15/2020,37.56,170.96,14.61,29.2,0.77,37.21,10.52,147.4834899,Moderate,2020,4,Summer
indore,4/16/2020,37.77,107.31,5.71,17.92,0.45,37.08,5.11,105.1925503,Moderate,2020,4,Summer
indore,4/17/2020,43.12,110.96,10.85,25.5,0.49,36.99,9.39,107.6177181,Moderate,2020,4,Summer
indore,4/18/2020,65.29,135.32,10.69,46.46,0.52,36.72,18.42,123.8032215,Moderate,2020,4,Summer
indore,4/19/2020,29.47,99.57,4.56,46.27,0.31,35.26,17.88,99.57,Satisfactory,2020,4,Summer
indore,4/20/2020,27.14,84.07,8.76,44.75,0.35,36.11,17.05,84.07,Satisfactory,2020,4,Summer
indore,4/21/2020,52.34,126.33,10.14,49.73,0.63,36.67,18.66,117.83,Moderate,2020,4,Summer
indore,4/22/2020,35.47,147.89,10.51,35.88,0.68,35.72,15.76,132.1551007,Moderate,2020,4,Summer
indore,4/23/2020,26.76,108.31,7.62,23.87,0.53,34.81,15.31,105.8569799,Moderate,2020,4,Summer
indore,4/24/2020,20.43,86.66,7.68,16.41,0.28,35.98,10.77,86.66,Satisfactory,2020,4,Summer
indore,4/25/2020,16.53,109.82,5.86,27.94,0.24,35.87,10.86,106.8602685,Moderate,2020,4,Summer
indore,4/26/2020,24.36,104.29,6.24,45.27,0.33,36.19,17.14,103.1859732,Moderate,2020,4,Summer
indore,4/27/2020,25.75,96.56,2.77,45.88,0.33,35.09,18.12,96.56,Satisfactory,2020,4,Summer
indore,4/28/2020,27.6,76.32,8.78,52.6,0.34,32.21,16.99,76.32,Satisfactory,2020,4,Summer
indore,4/29/2020,33.24,96.39,7.47,57.68,0.49,34.88,18.62,96.39,Satisfactory,2020,4,Summer
indore,4/30/2020,39.77,110.41,4.82,38.77,0.5,32.05,15.05,107.2522819,Moderate,2020,4,Summer
indore,5/1/2020,24.71,94.85,5.61,42.57,0.3,28.53,16.98,94.85,Satisfactory,2020,5,Summer
indore,5/2/2020,16.47,76.04,7.96,48.06,0.25,43.07,16.53,76.04,Satisfactory,2020,5,Summer
indore,5/3/2020,18.69,102.43,9.17,44,0.28,50.84,16.7,101.9501342,Moderate,2020,5,Summer
indore,5/4/2020,15.82,103.17,5.59,44.25,0.24,49.46,16.11,102.4418121,Moderate,2020,5,Summer
indore,5/5/2020,15.25,79.46,9.6,41.38,0.31,64.92,13.3,79.46,Satisfactory,2020,5,Summer
indore,5/6/2020,24.99,112.73,7.47,43.07,0.46,84.94,14.94,108.7937584,Moderate,2020,5,Summer
indore,5/7/2020,16.35,73.49,11.69,39.93,0.28,98.31,11.35,98.31,Satisfactory,2020,5,Summer
indore,5/8/2020,16.51,89.01,9.42,42.5,0.28,101.86,11.09,102.2707463,Moderate,2020,5,Summer
indore,5/9/2020,16,87.2,7.14,42.08,0.26,88.52,10.94,88.52,Satisfactory,2020,5,Summer
indore,5/10/2020,18.98,92.22,8.09,38.08,0.39,89.51,13.52,92.22,Satisfactory,2020,5,Summer
indore,5/11/2020,14.05,47.8,7.53,32.59,0.31,110.03,11.52,114.3428358,Moderate,2020,5,Summer
indore,5/12/2020,18.83,70.11,6.22,39.9,0.36,91.13,11.69,91.13,Satisfactory,2020,5,Summer
indore,5/13/2020,23,80.39,9.79,40.72,0.47,90.94,12.56,90.94,Satisfactory,2020,5,Summer
indore,5/14/2020,19.43,78.63,6.27,42.63,0.32,81.36,12.25,81.36,Satisfactory,2020,5,Summer
indore,5/15/2020,18.1,92.44,6.54,43.01,0.26,76.23,8.83,92.44,Satisfactory,2020,5,Summer
indore,5/16/2020,18.67,92.65,5.95,42.33,0.28,92.24,10.11,92.65,Satisfactory,2020,5,Summer
indore,5/17/2020,15.53,92.89,4.93,44.92,0.25,84.28,8.71,92.89,Satisfactory,2020,5,Summer
indore,5/18/2020,18.71,144.53,4.68,43.83,0.21,94.84,7.26,129.9226174,Moderate,2020,5,Summer
indore,5/19/2020,20.56,132.79,7.08,46.4,0.33,86.96,8.06,122.1222148,Moderate,2020,5,Summer
indore,5/20/2020,17.07,95.5,7.47,44.77,0.3,83.32,7.96,95.5,Satisfactory,2020,5,Summer
indore,5/21/2020,16.55,104.55,9.29,40.16,0.27,92.79,9.23,103.3587248,Moderate,2020,5,Summer
indore,5/22/2020,18.56,121.88,10.12,38.67,0.28,86.24,8.06,114.8732886,Moderate,2020,5,Summer
indore,5/23/2020,17.57,108.93,9.25,39.5,0.28,87.59,8.59,106.2689262,Moderate,2020,5,Summer
indore,5/24/2020,16.27,112.2,7.45,38.45,0.25,77.09,7.84,108.4416107,Moderate,2020,5,Summer
indore,5/25/2020,15.5,92.3,8.56,38.23,0.26,72.91,8.53,92.3,Satisfactory,2020,5,Summer
indore,5/26/2020,14.85,92.59,6.89,39.06,0.27,80.8,8.54,92.59,Satisfactory,2020,5,Summer
indore,5/27/2020,17.09,100.83,11.02,35.11,0.29,77.63,9.38,77.63,Moderate,2020,5,Summer
indore,5/28/2020,14.4,93.58,8.44,32.72,0.32,72.9,10.49,93.58,Satisfactory,2020,5,Summer
indore,5/29/2020,13.77,77.65,6.73,31.2,0.31,69.37,10.96,77.65,Satisfactory,2020,5,Summer
indore,5/30/2020,18,116.05,6.46,29.91,0.34,68.03,12.07,110.9996644,Moderate,2020,5,Summer
indore,5/31/2020,20.38,108.53,8.35,33.52,0.34,83.79,9.27,106.0031544,Moderate,2020,5,Summer
indore,6/1/2020,18.54,111.82,9.18,36.56,0.38,89.52,8.71,108.1891275,Moderate,2020,6,Monsoon
indore,6/2/2020,17.31,50.43,7.6,39.98,0.5,81.49,14.07,81.49,Satisfactory,2020,6,Monsoon
indore,6/3/2020,12.25,32.82,7.5,36.34,0.41,72.23,21.27,72.23,Satisfactory,2020,6,Monsoon
indore,6/4/2020,12.75,28.31,8.1,30.84,0.47,75.79,18.5,75.79,Satisfactory,2020,6,Monsoon
indore,6/5/2020,17.9,52.2,5.27,33.84,0.49,78.72,37.22,78.72,Satisfactory,2020,6,Monsoon
indore,6/6/2020,14.14,46.2,4.04,38.36,0.51,83.9,24.36,83.9,Satisfactory,2020,6,Monsoon
indore,6/7/2020,11.92,38.33,5.87,37.25,0.39,81.1,19.17,81.1,Satisfactory,2020,6,Monsoon
indore,6/8/2020,12.53,44.98,5.16,32.32,0.45,61.49,15.5,61.49,Satisfactory,2020,6,Monsoon
indore,6/9/2020,17.19,46.86,6.39,31.77,0.48,57.09,14.35,57.09,Satisfactory,2020,6,Monsoon
indore,6/10/2020,17.23,51.85,6.32,30.8,0.52,58.87,14.98,58.87,Satisfactory,2020,6,Monsoon
indore,6/11/2020,11.91,39.4,6.66,30.96,0.57,70.22,16.47,70.22,Satisfactory,2020,6,Monsoon
indore,6/12/2020,16.45,46.23,7.63,30.12,0.67,67.09,19.03,67.09,Satisfactory,2020,6,Monsoon
indore,6/13/2020,16.66,40.05,8.46,30.83,0.73,55.21,18.53,55.21,Satisfactory,2020,6,Monsoon
indore,6/14/2020,21.88,38.26,6.39,33.11,0.63,55.18,18.62,55.18,Satisfactory,2020,6,Monsoon
indore,6/15/2020,14.77,33.28,4.33,31.68,0.68,49.34,17.7,49.34,Good,2020,6,Monsoon
indore,6/16/2020,25.46,61.71,6.08,27.83,0.68,46.98,18.8,61.71,Satisfactory,2020,6,Monsoon
indore,6/17/2020,15.99,42.29,10.72,25.72,0.61,43.49,16.89,43.49,Good,2020,6,Monsoon
indore,6/18/2020,11.59,40.07,8.07,26.32,0.65,47.44,12.95,47.44,Good,2020,6,Monsoon
indore,6/19/2020,11.78,46.87,9.3,24.43,0.61,30.7,11.34,46.87,Good,2020,6,Monsoon
indore,6/20/2020,19.96,68,9.87,27.02,0.71,41.91,10.95,68,Satisfactory,2020,6,Monsoon
indore,6/21/2020,17.65,70.86,5.57,21.2,0.47,48.08,9.24,70.86,Satisfactory,2020,6,Monsoon
indore,6/22/2020,17.31,56.98,7.06,26.71,0.62,44.4,8.92,56.98,Satisfactory,2020,6,Monsoon
indore,6/23/2020,17.67,64.47,10.91,28.72,0.67,58.04,9.7,64.47,Satisfactory,2020,6,Monsoon
indore,6/24/2020,19.06,72.92,8.3,33.14,0.82,63.76,12.39,72.92,Satisfactory,2020,6,Monsoon
indore,6/25/2020,16.59,42.77,9.43,25.94,0.66,55.04,13.91,55.04,Satisfactory,2020,6,Monsoon
indore,6/26/2020,15.47,48.88,9.37,24.29,0.61,49.83,13.52,49.83,Good,2020,6,Monsoon
indore,6/27/2020,11.38,35.19,9.75,26.31,0.64,53.78,12.92,53.78,Satisfactory,2020,6,Monsoon
indore,6/28/2020,17.77,54.12,10.13,25.37,0.49,56.85,14,56.85,Satisfactory,2020,6,Monsoon
indore,6/29/2020,19.32,60.45,8.57,32.13,0.76,55.68,12.69,60.45,Satisfactory,2020,6,Monsoon
indore,6/30/2020,14.86,49.39,12.94,30.65,0.59,59.53,15.53,59.53,Satisfactory,2020,6,Monsoon
indore,7/1/2020,14.68,46.31,7.6,27.81,0.61,54.99,14.25,54.99,Satisfactory,2020,7,Monsoon
indore,7/2/2020,11.71,33.25,10.42,25.8,0.61,50.64,12.19,33.25,Satisfactory,2020,7,Monsoon
indore,7/3/2020,16.3,47.88,8.32,30.31,0.79,54.28,16.79,54.28,Satisfactory,2020,7,Monsoon
indore,7/4/2020,14.45,44.17,8.82,29.82,0.69,55.41,14.24,55.41,Satisfactory,2020,7,Monsoon
indore,7/5/2020,8.07,27.46,8.6,26.79,0.52,47.68,13.48,47.68,Good,2020,7,Monsoon
indore,7/6/2020,11.55,31.43,6.59,25.58,0.65,52.22,11.73,52.22,Satisfactory,2020,7,Monsoon
indore,7/7/2020,12.64,40.7,8.28,28.25,0.72,58.37,19.91,58.37,Satisfactory,2020,7,Monsoon
indore,7/8/2020,14.41,43.36,8.11,23.44,0.59,57.11,13.66,57.11,Satisfactory,2020,7,Monsoon
indore,7/9/2020,19.48,63.71,10.56,26.79,0.62,54.64,13.78,63.71,Satisfactory,2020,7,Monsoon
indore,7/10/2020,18.98,59.06,11.27,22.2,0.64,56.92,12.73,59.06,Satisfactory,2020,7,Monsoon
indore,7/11/2020,17.33,50.27,13.14,18.24,0.56,54.65,11.5,54.65,Satisfactory,2020,7,Monsoon
indore,7/12/2020,16.28,42.18,9.28,16.27,0.4,53.7,9.58,53.7,Satisfactory,2020,7,Monsoon
indore,7/13/2020,17.58,55.33,10.09,21.79,0.65,49.41,8.05,55.33,Satisfactory,2020,7,Monsoon
indore,7/14/2020,19.86,61.32,10.69,31.78,0.8,49.13,11.43,61.32,Satisfactory,2020,7,Monsoon
indore,7/15/2020,18.2,44.4,7.96,25.51,0.83,49.13,15.11,49.13,Good,2020,7,Monsoon
indore,7/16/2020,20.28,48.18,10.17,19.96,0.61,49.33,16.5,49.33,Good,2020,7,Monsoon
indore,7/17/2020,14.96,35.61,7.71,25.682,0.49,47.85,13.58133333,47.85,Good,2020,7,Monsoon
indore,7/18/2020,11.98,39.87,8.56,26.55,0.56,48.16,14.93,48.16,Good,2020,7,Monsoon
indore,7/19/2020,11.81,32.91,9.75,12.37,0.34,56.34,12.3,56.34,Satisfactory,2020,7,Monsoon
indore,7/20/2020,18.45,51.34,10.18,17.87,0.54,54.25,10.42,54.25,Satisfactory,2020,7,Monsoon
indore,7/21/2020,15.43,52.75,10.78,27.89,0.51,53.16,10.35,53.16,Satisfactory,2020,7,Monsoon
indore,7/22/2020,16.46,52.23,10.07,43.09,0.55,49.17,14.66,53.62589744,Satisfactory,2020,7,Monsoon
indore,7/23/2020,18.88,51.39,12.25,33.57,0.47,47.47,13.3,51.39,Satisfactory,2020,7,Monsoon
indore,7/24/2020,19.18,47.21,10.98,26.63,0.64,46.7,14.9,47.21,Good,2020,7,Monsoon
indore,7/25/2020,18.72,46.61,10.26,24.38,0.52,49.19,20.86,49.19,Good,2020,7,Monsoon
indore,7/26/2020,15.54,32.17,7.3,22.39,0.41,51.54,13.1,51.54,Satisfactory,2020,7,Monsoon
indore,7/27/2020,15.16,38.98,7.92,26.9,0.58,48.53,11.3,48.53,Good,2020,7,Monsoon
indore,7/28/2020,15.13,41.3,10.89,25.8,0.59,51.74,11.07,51.74,Satisfactory,2020,7,Monsoon
indore,7/29/2020,23.28,61,10.8,19.64,0.63,48.43,13.78,61,Satisfactory,2020,7,Monsoon
indore,7/30/2020,15.9,39.79,9.78,28.99,0.73,50.85,13.73,39.79,Satisfactory,2020,7,Monsoon
indore,7/31/2020,20.14,43.99,10.52,34.05,0.86,46.12,17.81,46.12,Good,2020,7,Monsoon
indore,8/1/2020,27.17,57.38,9.23,33.75,0.85,45.84,22.23,57.38,Satisfactory,2020,8,Monsoon
indore,8/2/2020,20.22,41.85,8.76,25.43,0.54,46.87,15.23,46.87,Good,2020,8,Monsoon
indore,8/3/2020,21.62,42.32,8.55,23.2,0.59,46.12,15.69,46.12,Good,2020,8,Monsoon
indore,8/4/2020,11.72,31.09,11.95,29.59,0.59,45.07,12.85,45.07,Good,2020,8,Monsoon
indore,8/5/2020,18.49,42.08,6.72,41.2,0.84,44.82,12.46,51.25128205,Good,2020,8,Monsoon
indore,8/6/2020,11.39,30.65,8.35,25.64,0.51,48.78,13.48,48.78,Good,2020,8,Monsoon
indore,8/7/2020,9.62,31.17,8.69,20.63,0.52,44.41,12.39,44.41,Good,2020,8,Monsoon
indore,8/8/2020,14.04,51.73,9.23,27.17,0.53,44.42,9.96,51.73,Satisfactory,2020,8,Monsoon
indore,8/9/2020,10.18,33.03,7.07,24.48,0.39,45.93,9.91,45.93,Good,2020,8,Monsoon
indore,8/10/2020,13.32,42.12,7.4,22.76,0.58,46.85,9.98,46.85,Good,2020,8,Monsoon
indore,8/11/2020,17.35,52.73,9.37,16.58,0.53,47.98,10.85,52.73,Satisfactory,2020,8,Monsoon
indore,8/12/2020,8.2,23.31,10.6,11.21,0.47,48.68,10.32,48.68,Good,2020,8,Monsoon
indore,8/13/2020,8.05,18.3,9.28,11.77,0.55,49.02,9.21,49.02,Good,2020,8,Monsoon
indore,8/14/2020,10.34,24.9,11.25,14.85,0.48,48.75,9.41,48.75,Good,2020,8,Monsoon
indore,8/15/2020,10.81,30.01,8.76,14.52,0.46,48.06,9.93,48.06,Good,2020,8,Monsoon
indore,8/16/2020,7.58,19.78,9.9,13.44,0.37,47.42,10.79,47.42,Good,2020,8,Monsoon
indore,8/17/2020,12.61,29.2,11.64,22.14,0.83,45.08,10.61,45.08,Good,2020,8,Monsoon
indore,8/18/2020,8.12,27.15,10.07,21.6,0.6,45.26,9.2,45.26,Good,2020,8,Monsoon
indore,8/19/2020,12.27,36.84,10.02,27.2,0.68,48.08,11,48.08,Good,2020,8,Monsoon
indore,8/20/2020,9.81,26.79,9.42,25.56,0.66,47.06,14.03,47.06,Good,2020,8,Monsoon
indore,8/21/2020,15.4,34.19,8.99,19.87,0.64,42.07,10.28,42.07,Good,2020,8,Monsoon
indore,8/22/2020,10.96,22.47,8.93,20.53,0.35,34.8,10.4,34.8,Good,2020,8,Monsoon
indore,8/23/2020,7.45,20.79,12.21,26.6,0.3,40.77,10.86,40.77,Good,2020,8,Monsoon
indore,8/24/2020,8.4,33.08,11.81,26.39,0.38,40.51,13.67,40.51,Good,2020,8,Monsoon
indore,8/25/2020,10.14,34.68,9.74,27.22,0.46,41.38,14.92,41.38,Good,2020,8,Monsoon
indore,8/26/2020,12.42,38.98,8.93,24.82,0.56,42.95,13.1,42.95,Good,2020,8,Monsoon
indore,8/27/2020,10.99,44.38,9.22,16.48,0.47,34.26,11.39,44.38,Good,2020,8,Monsoon
indore,8/28/2020,10.06,33.72,8.04,18.09,0.56,39.05,13.13,39.05,Good,2020,8,Monsoon
indore,8/29/2020,8.89,21.39,7.72,26.23,0.42,35.8,9.58,35.8,Good,2020,8,Monsoon
indore,8/30/2020,10.38,15.81,10.61,22.6,0.31,36.45,8.75,36.45,Good,2020,8,Monsoon
indore,8/31/2020,12.16,32.18,8.78,24.83,0.47,36.66,9.47,36.66,Good,2020,8,Monsoon
indore,9/1/2020,17.43,60.25,6.94,30.37,0.6,35.25,9.82,60.25,Satisfactory,2020,9,Monsoon
indore,9/2/2020,17.22,57.39,6.58,23.69,0.6,39.79,11.3,57.39,Satisfactory,2020,9,Monsoon
indore,9/3/2020,19.98,53.92,7.5,27.27,0.91,41.05,11.91,53.92,Satisfactory,2020,9,Monsoon
indore,9/4/2020,24.35,66.76,6.62,29.04,0.7,35.27,14.25,66.76,Satisfactory,2020,9,Monsoon
indore,9/5/2020,26.03,72.18,7.42,26.05,0.67,41.51,14.48,72.18,Satisfactory,2020,9,Monsoon
indore,9/6/2020,27.74,67.46,6.85,20.03,0.49,44.09,14.23,67.46,Satisfactory,2020,9,Monsoon
indore,9/7/2020,19.83,57.73,7.67,21.78,0.54,38.1,11.63,57.73,Satisfactory,2020,9,Monsoon
indore,9/8/2020,20.23,57.7,8.21,22.29,0.61,37.8,12.7,57.7,Satisfactory,2020,9,Monsoon
indore,9/9/2020,21.48,66.93,9.56,24.84,0.72,38.59,14.4,66.93,Satisfactory,2020,9,Monsoon
indore,9/10/2020,18.53,49.57,5.68,24.61,0.64,30.78,19.5,49.57,Good,2020,9,Monsoon
indore,9/11/2020,22.1,50.83,7.62,26.7,0.91,34.48,30.16,45.5,Satisfactory,2020,9,Monsoon
indore,9/12/2020,21.82,49.91,7.13,27.94,0.85,38.37,26.56,49.91,Good,2020,9,Monsoon
indore,9/13/2020,23.35,45.68,9.93,23.81,0.64,50.38,23.29,45.68,Satisfactory,2020,9,Monsoon
indore,9/14/2020,19.14,40.37,8.79,23.8,0.76,39.3,18.76,40.37,Good,2020,9,Monsoon
indore,9/15/2020,24.9,54.56,6.72,23.52,0.73,41.82,16.83,54.56,Satisfactory,2020,9,Monsoon
indore,9/16/2020,25.41,52.79,5.61,24.07,0.76,44.86,18.36,52.79,Satisfactory,2020,9,Monsoon
indore,9/17/2020,28.99,59.8,6.85,21.72,0.7,54.45,18.31,59.8,Satisfactory,2020,9,Monsoon
indore,9/18/2020,24.1,51.86,7.74,22,0.7,39.11,16.56,51.86,Satisfactory,2020,9,Monsoon
indore,9/19/2020,28.09,55.05,5.68,22.64,0.63,33.1,16.58,55.05,Satisfactory,2020,9,Monsoon
indore,9/20/2020,17.73,43.89,8.49,19.92,0.59,51.62,13.54,51.62,Satisfactory,2020,9,Monsoon
indore,9/21/2020,27.52,55.34,8.03,24.39,0.78,38.17,15.11,55.34,Satisfactory,2020,9,Monsoon
indore,9/22/2020,22.55,45.46,10.02,25.45,0.76,35.37,16.61,45.46,Good,2020,9,Monsoon
indore,9/23/2020,16.26,27.72,6.85,20.66,0.82,27.6,13.77,41,Good,2020,9,Monsoon
indore,9/24/2020,23.32,52.84,7.85,28.45,0.65,54.12,15.42,54.12,Satisfactory,2020,9,Monsoon
indore,9/25/2020,30.19,75.29,5.62,27.63,0.73,53.68,13.85,75.29,Satisfactory,2020,9,Monsoon
indore,9/26/2020,23.22,59.25,7.29,21.15,0.51,51.33,12.23,59.25,Satisfactory,2020,9,Monsoon
indore,9/27/2020,18.57,62.65,6.81,20.32,0.45,52.49,9.1,62.65,Satisfactory,2020,9,Monsoon
indore,9/28/2020,26.96,85.44,10.51,25.45,0.56,62.86,8.84,85.44,Satisfactory,2020,9,Monsoon
indore,9/29/2020,33.25,88.44,9.25,25.01,0.57,64.21,11.78,88.44,Satisfactory,2020,9,Monsoon
indore,9/30/2020,32.14,73.73,9.53,29.4,0.69,60.87,13.53,73.73,Satisfactory,2020,9,Monsoon
indore,10/1/2020,27.75,75.14,7.75,29.78,0.69,53.04,14.11,75.14,Satisfactory,2020,10,Post-Monsoon
indore,10/2/2020,32.19,93.1,7.76,29.69,0.65,54.55,13.35,93.1,Satisfactory,2020,10,Post-Monsoon
indore,10/3/2020,34.99,95.26,18.14,33.71,0.64,51.76,11.74,95.26,Satisfactory,2020,10,Post-Monsoon
indore,10/4/2020,28.15,77.73,8.72,25.76,0.52,63.18,11.75,77.73,Satisfactory,2020,10,Post-Monsoon
indore,10/5/2020,45.43,115.99,14.41,38.97,0.87,49.74,12.33,110.9597987,Moderate,2020,10,Post-Monsoon
indore,10/6/2020,59.54,151.07,15.55,47.47,1.07,51.81,14.78,134.2679866,Moderate,2020,10,Post-Monsoon
indore,10/7/2020,67.47,171.44,13.3,61.77,1.15,44.48,16.82,147.8024161,Moderate,2020,10,Post-Monsoon
indore,10/8/2020,66.19,169.59,19.9,59.52,0.99,45.52,17.12,146.5732215,Moderate,2020,10,Post-Monsoon
indore,10/9/2020,61.73,149.85,7.53,54.47,1.21,59.08,16.97,133.4573826,Moderate,2020,10,Post-Monsoon
indore,10/10/2020,65.5,162.89,9.95,58.98,1.2,52.47,18.68,142.1215436,Moderate,2020,10,Post-Monsoon
indore,10/11/2020,57.72,148.78,13.83,43.37,0.75,72.18,15.73,132.746443,Moderate,2020,10,Post-Monsoon
indore,10/12/2020,66.07,168.66,12.82,56.32,1.12,53.42,18.18,145.955302,Moderate,2020,10,Post-Monsoon
indore,10/13/2020,58.06,133.99,11.15,47.69,1.3,40.57,24.47,122.9195302,Moderate,2020,10,Post-Monsoon
indore,10/14/2020,44.68,89.12,17.16,39.96,1.01,34.2,23.08,89.12,Satisfactory,2020,10,Post-Monsoon
indore,10/15/2020,16.9,48.16,8.09,22.7,0.62,36.07,12.36,48.16,Good,2020,10,Post-Monsoon
indore,10/16/2020,22.96,52.23,10.17,25.17,0.69,37.85,12.06,52.23,Satisfactory,2020,10,Post-Monsoon
indore,10/17/2020,30.78,73.21,6.22,30.05,0.79,36.59,12.62,73.21,Satisfactory,2020,10,Post-Monsoon
indore,10/18/2020,35.01,72.97,5.76,27.69,0.61,46.16,12.74,72.97,Satisfactory,2020,10,Post-Monsoon
indore,10/19/2020,38.05,76.77,5.98,36.87,1.07,63.69,13.36,76.77,Satisfactory,2020,10,Post-Monsoon
indore,10/20/2020,69.25,141.57,21.64,47.67,1.3,62.78,16.71,129.1637931,Moderate,2020,10,Post-Monsoon
indore,10/21/2020,72.37,168.21,7.16,48.29,1.01,63.48,14.05,145.6563087,Moderate,2020,10,Post-Monsoon
indore,10/22/2020,61.72,130.79,7.51,44.41,0.95,63.44,15.15,120.7933557,Moderate,2020,10,Post-Monsoon
indore,10/23/2020,48.46,115.54,12.73,53.93,1.49,38.76,17.92,110.6608054,Moderate,2020,10,Post-Monsoon
indore,10/24/2020,33.19,100.09,5.33,50.42,0.85,48.06,13.47,62.83538462,Moderate,2020,10,Post-Monsoon
indore,10/25/2020,35.22,95.4,10.79,49.07,0.9,60.9,12.28,95.4,Satisfactory,2020,10,Post-Monsoon
indore,10/26/2020,39.12,105.23,14.4,46.63,0.86,61.06,13.31,103.8105369,Moderate,2020,10,Post-Monsoon
indore,10/27/2020,54.15,133.43,31.78,59.03,1.08,50.65,12.14,122.5474497,Moderate,2020,10,Post-Monsoon
indore,10/28/2020,75.03,187.86,26.38,80.51,1.3,55.44,18.06,158.712349,Moderate,2020,10,Post-Monsoon
indore,10/29/2020,74.98,182.67,11.98,88.37,1.18,58.91,13.48,155.2639597,Moderate,2020,10,Post-Monsoon
indore,10/30/2020,71.94,169.62,6.93,92.98,1.17,65.52,14.94,146.5931544,Moderate,2020,10,Post-Monsoon
indore,10/31/2020,63.85,150.2,11.83,82.74,1.07,76.64,20.6,133.6899329,Moderate,2020,10,Post-Monsoon
indore,11/1/2020,69.72,159.97,9.68,87.05,1.08,67.53,10.71,140.1814094,Moderate,2020,11,Post-Monsoon
indore,11/2/2020,69.96,159.63,10.04,88.9,1.1,76.04,15.11,139.9555034,Moderate,2020,11,Post-Monsoon
indore,11/3/2020,69.09,179.38,8.1,57.76,0.95,48.2,12.06,153.0779866,Moderate,2020,11,Post-Monsoon
indore,11/4/2020,92.77,219.02,20.13,72.86,1.48,45.34,13.87,207.0424138,Poor,2020,11,Post-Monsoon
indore,11/5/2020,77.85,198.35,12.58,55.35,1.38,57.4,13.76,165.6822148,Moderate,2020,11,Post-Monsoon
indore,11/6/2020,89.69,215.93,7.31,75.75,1.72,56.94,15.81,198.9417241,Poor,2020,11,Post-Monsoon
indore,11/7/2020,85.16,184,6.47,76.7,1.47,63.95,22.48,183.4772414,Moderate,2020,11,Post-Monsoon
indore,11/8/2020,111.96,223.21,4.82,80.32,1.53,75.33,24.07,272.5531034,Poor,2020,11,Post-Monsoon
indore,11/9/2020,134.64,269.7,8.42,94.69,1.73,62.12,26.64,311.467907,Poor,2020,11,Post-Monsoon
indore,11/10/2020,116.53,237.91,6.44,84.3,1.18,62.6,24.77,288.1541379,Poor,2020,11,Post-Monsoon
