City,Date,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Computed_AQI,Computed_AQI_Bucket,Year,Month,Season
indore,11/11/2020,130.12,236.65,10.34,78.11,1.31,68.57,24.06,307.9990698,Poor,2020,11,Post-Monsoon
indore,11/12/2020,101.35,184.77,12.98,61.17,1.24,60.41,22.22,236.3327586,Moderate,2020,11,Post-Monsoon
indore,11/13/2020,72.44,141.2,10.44,53.51,1.38,73.99,19.68,140.0537931,Moderate,2020,11,Post-Monsoon
indore,11/14/2020,89,125.6,23.71,42.12,1.49,70.01,18.52,196.5862069,Moderate,2020,11,Post-Monsoon
indore,11/15/2020,113.89,176.64,30.65,44.36,1.31,59.74,17.5,279.1417241,Moderate,2020,11,Post-Monsoon
indore,11/16/2020,64.48,126.21,15.69,47.06,1.42,70.32,19.04,117.7502685,Moderate,2020,11,Post-Monsoon
indore,11/17/2020,63.18,131.93,14.48,47.84,1.54,62.85,19.9,121.5508054,Moderate,2020,11,Post-Monsoon
indore,11/18/2020,55.82,119.78,10.7,38.73,1.4,70.93,20.86,113.4779866,Moderate,2020,11,Post-Monsoon
indore,11/19/2020,52.82,113.58,12.66,48.97,1.4,61.45,17.36,109.3585235,Moderate,2020,11,Post-Monsoon
indore,11/20/2020,71.83,115.11,7.78,31.09,1.02,89.9,21.49,137.9713793,Moderate,2020,11,Post-Monsoon
indore,11/21/2020,66.56,116.57,12.4,44,1.2,95.68,15.68,119.9806897,Moderate,2020,11,Post-Monsoon
indore,11/22/2020,58.26,104.65,11.86,41.45,0.95,97.78,15.36,103.4251678,Moderate,2020,11,Post-Monsoon
indore,11/23/2020,66.52,134.92,15.36,50.94,0.85,77.93,15.28,123.5374497,Moderate,2020,11,Post-Monsoon
indore,11/24/2020,56.68,119.06,13.69,51.79,1.23,76.63,15.16,112.9995973,Moderate,2020,11,Post-Monsoon
indore,11/25/2020,65.77,120.18,17.17,41.82,1.05,87.34,14.06,117.2837931,Moderate,2020,11,Post-Monsoon
indore,11/26/2020,77.35,141.52,17.35,41.74,0.89,84.51,14.96,156.8155172,Moderate,2020,11,Post-Monsoon
indore,11/27/2020,84.71,141.97,12.56,42.46,1,88.47,17.03,181.9410345,Moderate,2020,11,Post-Monsoon
indore,11/28/2020,48.58,95.15,9.54,47.08,1.12,67.27,14.5,95.15,Satisfactory,2020,11,Post-Monsoon
indore,11/29/2020,40.33,82.25,11.8,43.6,1.25,66.98,13.63,82.25,Satisfactory,2020,11,Post-Monsoon
indore,11/30/2020,43.91,101.84,11.35,49.92,1.2,64.42,14.52,101.5581208,Moderate,2020,11,Post-Monsoon
indore,12/1/2020,42.61,106.27,13.37,55.09,1.33,60.11,13.49,104.5015436,Moderate,2020,12,Winter
indore,12/2/2020,54.68,119.46,12.88,66.29,1.31,48.93,17.34,113.2653691,Moderate,2020,12,Winter
indore,12/3/2020,72.13,159.66,12.02,68.45,1.26,49.34,20.78,139.9754362,Moderate,2020,12,Winter
indore,12/4/2020,76.65,192.64,7.89,67.98,1.1,51.25,21.58,161.8883221,Moderate,2020,12,Winter
indore,12/5/2020,76.62,193.72,12.51,68.63,1.25,44.51,21.07,162.605906,Moderate,2020,12,Winter
indore,12/6/2020,71.48,169.47,11.52,68.55,1.4,46.65,18.41,146.4934899,Moderate,2020,12,Winter
indore,12/7/2020,71.74,161.55,7.45,66.94,1.88,47.15,20,141.2312081,Moderate,2020,12,Winter
indore,12/8/2020,70.46,166.8,16.32,72.7,1.11,55.64,20.57,144.7194631,Moderate,2020,12,Winter
indore,12/9/2020,91.19,194.15,8.12,74.49,1.95,39.81,22.61,201.6486207,Moderate,2020,12,Winter
indore,12/10/2020,85.07,183.31,10.51,60.69,1.74,49.35,22.83,183.17,Moderate,2020,12,Winter
indore,12/11/2020,59.41,98.3,11.75,40.19,0.84,48.45,22.59,99.00310345,Satisfactory,2020,12,Winter
indore,12/12/2020,57.96,80.46,12.04,34.06,0.83,54.68,21.29,96.55310345,Satisfactory,2020,12,Winter
indore,12/13/2020,52.75,74.27,12.1,29.25,0.87,47.14,23.49,87.75,Satisfactory,2020,12,Winter
indore,12/14/2020,53.26,74.17,9.71,30.04,0.91,37.9,23.01,88.61172414,Satisfactory,2020,12,Winter
indore,12/15/2020,96.56,142.29,11.27,26.92,1.01,42.83,22.3,219.9806897,Moderate,2020,12,Winter
indore,12/16/2020,94.25,140.77,9.83,33.57,0.95,45.23,19.13,212.0948276,Moderate,2020,12,Winter
indore,12/17/2020,101.77,151.19,8.56,41.51,0.98,60.24,18.21,237.7665517,Moderate,2020,12,Winter
indore,12/18/2020,75.35,130.52,9.38,43.52,0.91,68.6,17.11,149.987931,Moderate,2020,12,Winter
indore,12/19/2020,52.31,103.19,10.92,51,1.07,49.77,14.62,102.4551007,Moderate,2020,12,Winter
indore,12/20/2020,40.81,87.11,8.5,51.45,1.12,45.79,14.63,87.11,Satisfactory,2020,12,Winter
indore,12/21/2020,45.94,100,10.11,56.43,1.37,42.24,16.56,100,Satisfactory,2020,12,Winter
indore,12/22/2020,66.99,150.97,12.21,63.28,1.51,40.71,17.7,134.2015436,Moderate,2020,12,Winter
indore,12/23/2020,90.2,179.11,18.13,65.27,1.77,47.26,19.41,152.8985906,Moderate,2020,12,Winter
indore,12/24/2020,78.41,146.09,8.66,58.51,1.24,45.26,18.75,160.4341379,Moderate,2020,12,Winter
indore,12/25/2020,59.47,107.76,16.55,49.49,1.05,43.89,16.28,105.4915436,Moderate,2020,12,Winter
indore,12/26/2020,76.9,143.68,19.34,59.65,1.5,45.25,17.73,155.2793103,Moderate,2020,12,Winter
indore,12/27/2020,73.08,143.01,19.24,51.64,1.13,50.52,17.39,142.2386207,Moderate,2020,12,Winter
indore,12/28/2020,48.15,203.16,15.78,38.07,0.73,38.85,11.04,168.8781208,Poor,2020,12,Winter
indore,12/29/2020,53.75,169.73,13.78,45.45,0.9,35.7,14.6,146.6662416,Moderate,2020,12,Winter
indore,12/30/2020,84.6,162.9,15.05,43.87,0.98,39.71,21.39,181.5655172,Moderate,2020,12,Winter
indore,12/31/2020,94.26,160.96,19.78,44.01,1.18,43.31,22.14,212.1289655,Moderate,2020,12,Winter
nagpur,1/1/2017,125.88,174.78,9.95,35.77,2.58,49.51,41.9289871,304.7451163,Moderate,2017,1,Winter
nagpur,1/2/2017,76.01,110.53,5.91,20.17,1.11,58.42,41.46240289,152.2410345,Moderate,2017,1,Winter
nagpur,1/3/2017,91.9,132.15,38.39,28.68,2.43,56.41,36.18957153,204.0724138,Moderate,2017,1,Winter
nagpur,1/4/2017,111.85,161.89,9.58,30.77,2.55,49.83,45.25887051,272.1775862,Moderate,2017,1,Winter
nagpur,1/5/2017,119.42,170.48,12.77,43,2.51,49.59,39.47223677,298.02,Moderate,2017,1,Winter
nagpur,1/6/2017,114.27,168.27,21.38,41.4,2.21,41.6,38.36889355,280.4389655,Moderate,2017,1,Winter
nagpur,1/7/2017,87.62,139.93,16.1,38.64,2.41,38.03,33.30139591,191.8751724,Moderate,2017,1,Winter
nagpur,1/8/2017,89.31,125.23,7.4,28.44,1.76,46.02,40.99843558,197.6444828,Moderate,2017,1,Winter
nagpur,1/9/2017,90.53,140.27,11.01,31.55,2.06,32.9,45.03733527,127.0921477,Moderate,2017,1,Winter
nagpur,1/10/2017,90.94,111.72,40.33,17.96,1.24,48.98,24.735973,108.1226846,Moderate,2017,1,Winter
nagpur,1/11/2017,81.11,118.74,20.23,22.52,1.7,59.86,36.47270786,169.6513793,Moderate,2017,1,Winter
nagpur,1/12/2017,76.63,113.62,23.31,29.63,2.05,63.21,40.85319806,154.3575862,Moderate,2017,1,Winter
nagpur,1/13/2017,77.64,121.97,33.51,32.35,1.98,55.26,36.51139161,157.8055172,Moderate,2017,1,Winter
nagpur,1/14/2017,70.26,103.14,12.87,28.2,1.66,74.57,41.89762601,132.6117241,Moderate,2017,1,Winter
nagpur,1/15/2017,106.11,155.64,12.57,33.56,2.12,61.48,46.05448366,252.5824138,Moderate,2017,1,Winter
nagpur,1/16/2017,106.51,161.02,13.86,38.75,2.76,49.27,34.7968643,253.947931,Moderate,2017,1,Winter
nagpur,1/17/2017,106.85,163.25,16.38,46.48,3.02,37.66,35.74704495,255.1086207,Moderate,2017,1,Winter
nagpur,1/18/2017,96.76,145.28,13.49,38.13,2.18,47.37,34.59045075,220.6634483,Moderate,2017,1,Winter
nagpur,1/19/2017,250.5,156.39,13.61,35.62,2.84,53.63,37.66234677,137.8027517,Poor,2017,1,Winter
nagpur,1/20/2017,119.94,170.46,16.17,30.46,2.64,56.46,39.78578387,299.7951724,Moderate,2017,1,Winter
nagpur,1/21/2017,112.17,163.81,19.52,27.87,2.62,66.14,45.7573643,273.27,Moderate,2017,1,Winter
nagpur,1/22/2017,95.07,143.54,24.87,23.96,1.69,61.42,43.58509594,214.8941379,Moderate,2017,1,Winter
nagpur,1/23/2017,89.38,131.32,27.5,32.11,2.59,63.92,35.57397355,197.8834483,Moderate,2017,1,Winter
nagpur,1/24/2017,98.04,145.06,19.93,35.03,2.49,51.46,34.69657333,225.0331034,Moderate,2017,1,Winter
nagpur,1/25/2017,106.12,164.5,19.59,38.28,3.33,50.37,35.97918043,252.6165517,Moderate,2017,1,Winter
nagpur,1/26/2017,111.66,169.57,15.51,34.77,2.44,52.5,37.52064839,271.5289655,Moderate,2017,1,Winter
nagpur,1/27/2017,99.39,141.34,12.28,20.9,1.32,60.81,37.22219803,229.6417241,Moderate,2017,1,Winter
nagpur,1/28/2017,56.11,88.33,70.56,18.5,1.42,52.69,24.60544904,93.42724138,Satisfactory,2017,1,Winter
nagpur,1/29/2017,57.99,91.64,15.16,23.45,1.91,66.59,35.49168871,96.6037931,Satisfactory,2017,1,Winter
nagpur,1/30/2017,81.8,135.11,26.3,34.3,2.54,56.07,32.6456314,172.0068966,Moderate,2017,1,Winter
nagpur,1/31/2017,81.55,137.43,21.22,33.57,2.33,60.15,35.41480857,171.1534483,Moderate,2017,1,Winter
nagpur,2/1/2017,75.25,123.09,26.66,28.41,2.09,61.87,37.73168968,149.6465517,Moderate,2017,2,Winter
nagpur,2/2/2017,79.45,133.92,22.72,27.12,2.23,62.59,46.75473161,163.9844828,Moderate,2017,2,Winter
nagpur,2/3/2017,82.74,136.66,30.22,51.56,1.69,69.44,31.36120559,175.2158621,Moderate,2017,2,Winter
nagpur,2/4/2017,83.44,144.79,14.63,230.72,1.92,74,70.65916129,250.72,Poor,2017,2,Winter
nagpur,2/5/2017,87.94,146.33,16.37,9.29,1.7,67.11,80.73025833,192.9675862,Moderate,2017,2,Winter
nagpur,2/6/2017,79.6,141.16,14.95,15.09,1.45,66.47,44.18073763,164.4965517,Moderate,2017,2,Winter
nagpur,2/7/2017,61.37,118.43,8.27,14.18,1.6,62.21,43.01960584,112.5810067,Moderate,2017,2,Winter
nagpur,2/8/2017,80.63,144.81,14.89,159.94,1.97,73.32,58.38802581,179.94,Moderate,2017,2,Winter
nagpur,2/9/2017,86.85,152.95,19.7,20.1,1.68,57.68,36.17545527,189.2465517,Moderate,2017,2,Winter
nagpur,2/10/2017,66.78,132.23,31.03,62.62,1.34,94.56,30.17474839,121.7501342,Moderate,2017,2,Winter
nagpur,2/11/2017,76.01,134.1,14.33,15.47,1.13,99.93,41.7440454,152.2410345,Moderate,2017,2,Winter
nagpur,2/12/2017,43.73,74.4,11.9,15.44,0.82,103.88,60.73439496,105.2555224,Moderate,2017,2,Winter
nagpur,2/13/2017,80.23,150.94,22.1,158.42,2.34,70.53,70.36024839,178.42,Moderate,2017,2,Winter
nagpur,2/14/2017,99.65,163.88,15,43.38,2.17,62.11,35.64507333,230.5293103,Moderate,2017,2,Winter
nagpur,2/15/2017,86.46,135.17,24.56,57.8,1.5,78.89,31.80776581,187.9151724,Moderate,2017,2,Winter
nagpur,2/16/2017,69.84,122.82,22.73,88.81,2.13,56.86,38.19851935,131.177931,Moderate,2017,2,Winter
nagpur,2/17/2017,63.59,118.7,16.77,23.49,1.97,54.5,36.88210527,112.7604027,Moderate,2017,2,Winter
nagpur,2/18/2017,47.8,95.47,20.22,22.28,1.57,48.12,27.84899613,95.47,Satisfactory,2017,2,Winter
nagpur,2/19/2017,53.22,99.44,30.72,9.04,1.54,51.59,77.6900125,99.44,Satisfactory,2017,2,Winter
nagpur,2/20/2017,66.62,123.59,12.89,18.61,1.8,54.11,33.93006725,120.1855172,Moderate,2017,2,Winter
nagpur,2/21/2017,59.81,109.08,14.36,14.47,1.12,60.96,40.32616344,106.3685906,Moderate,2017,2,Winter
nagpur,2/22/2017,56.04,108.47,11.08,16.13,0.97,55.35,42.63467421,105.9632886,Moderate,2017,2,Winter
nagpur,2/23/2017,65.45,129.32,29.31,19.71,1.13,61.31,29.25926157,119.8166443,Moderate,2017,2,Winter
nagpur,2/24/2017,50.98,99.54,21.84,15.06,0.69,90.02,42.70726466,99.54,Satisfactory,2017,2,Winter
nagpur,2/25/2017,43.93,84.66,31.54,28.6,1.33,76.5,26.42257325,84.66,Satisfactory,2017,2,Winter
nagpur,2/26/2017,47.99,85.71,7.52,30.61,0.78,64.76,24.49993682,85.71,Satisfactory,2017,2,Winter
nagpur,2/27/2017,57.82,114.56,27.46,37.89,1.39,55.1,26.81536387,110.0096644,Moderate,2017,2,Winter
nagpur,2/28/2017,53.51,97.98,17.89,41.61,1.35,66.34,22.22294571,97.98,Satisfactory,2017,2,Winter
nagpur,3/1/2017,81.09,147.5,12.2,56.35,1.59,66.66,38.20642323,169.5831034,Moderate,2017,3,Summer
nagpur,3/2/2017,79.55,131.02,15.74,60.32,1.18,76.39,35.76758645,164.3258621,Moderate,2017,3,Summer
nagpur,3/3/2017,90.51,139.39,13.69,53.88,1.66,79.35,37.21482129,126.5074497,Moderate,2017,3,Summer
nagpur,3/4/2017,74.61,120.32,20.76,46.38,1.2,81.13,30.5056529,147.4617241,Moderate,2017,3,Summer
nagpur,3/5/2017,60.43,109.17,26.97,35.06,0.8,104.69,26.29694194,106.4523881,Moderate,2017,3,Summer
nagpur,3/6/2017,51.58,93.49,17.86,23.45,0.89,97.96,29.24710845,97.96,Satisfactory,2017,3,Summer
nagpur,3/7/2017,57.86,98.87,11.21,26.8,1.12,85.96,32.79186905,98.87,Satisfactory,2017,3,Summer
nagpur,3/8/2017,70.81,104.09,7.55,39.92,1.4,53.26,24.24882826,134.4893103,Moderate,2017,3,Summer
nagpur,3/9/2017,60.53,108,9.49,37.25,1.17,58.34,22.56081676,105.6510067,Moderate,2017,3,Summer
nagpur,3/10/2017,51.18,95.96,6.44,30.77,0.67,63.66,24.49878697,95.96,Satisfactory,2017,3,Summer
nagpur,3/11/2017,47.54,88.17,8.77,22.75,0.5,93.58,32.14120311,93.58,Satisfactory,2017,3,Summer
nagpur,3/12/2017,49.5,86.36,12.93,18.55,0.69,100.67,33.72858425,86.36,Moderate,2017,3,Summer
nagpur,3/13/2017,73.01,109.64,25.46,22.09,0.86,110.8,26.75413343,141.9996552,Moderate,2017,3,Summer
nagpur,3/14/2017,64.68,108.34,30.57,25.89,1.14,88.27,24.49991446,113.5627586,Moderate,2017,3,Summer
nagpur,3/15/2017,70.24,117.05,44.36,28.88,1.35,96.31,26.55423677,132.5434483,Moderate,2017,3,Summer
nagpur,3/16/2017,59.31,104.47,10.41,40.26,1.04,86.63,25.45772246,103.3055705,Moderate,2017,3,Summer
nagpur,3/17/2017,45.76,76.45,17.28,44.04,0.81,84.61,28.18529199,84.61,Satisfactory,2017,3,Summer
nagpur,3/18/2017,67.04,124.42,14.9,113.65,1.32,78.63,43.06088194,133.65,Moderate,2017,3,Summer
nagpur,3/19/2017,52.64,100.42,5.77,83.98,0.67,55.61,41.41273286,103.98,Moderate,2017,3,Summer
nagpur,3/20/2017,47.07,78.75,16.24,34.58,1.3,73.01,22.04707504,78.75,Satisfactory,2017,3,Summer
nagpur,3/21/2017,48.42,93.44,17.43,38.16,1.17,63.22,20.72289808,93.44,Satisfactory,2017,3,Summer
nagpur,3/22/2017,65.59,123.28,19.43,41.98,1.72,70.51,26.60521032,116.6693103,Moderate,2017,3,Summer
nagpur,3/23/2017,91.44,152.1,26.35,50.2,1.59,76.78,30.20049032,202.502069,Moderate,2017,3,Summer
nagpur,3/24/2017,92.95,153.77,15.08,75.66,1.77,78.19,44.73758194,207.6568966,Moderate,2017,3,Summer
nagpur,3/25/2017,62.85,102.06,16.11,63.25,0.9,79.31,34.22694,107.3155172,Moderate,2017,3,Summer
nagpur,3/26/2017,66.06,105.09,11.1,25.24,0.77,89.08,33.0467075,118.2737931,Moderate,2017,3,Summer
nagpur,3/27/2017,83.25,146.11,43.54,35.84,2.39,88.7,28.81881226,176.9568966,Moderate,2017,3,Summer
nagpur,3/28/2017,82.23,142.25,17.67,32.44,1.27,77.22,27.97712323,173.4748276,Moderate,2017,3,Summer
nagpur,3/29/2017,90.16,162.45,35.15,35.93,2.26,73.81,31.76265032,141.8291946,Moderate,2017,3,Summer
nagpur,3/30/2017,90.65,151.61,34.14,34.31,1.99,66.33,28.80114323,134.6267785,Moderate,2017,3,Summer
nagpur,3/31/2017,82.05,144.35,15.65,32.94,1.89,66.69,28.55768968,172.8603448,Moderate,2017,3,Summer
nagpur,4/1/2017,99.57,161.16,19.83,27.82,1.94,65.37,47.66774968,230.2562069,Moderate,2017,4,Summer
nagpur,4/2/2017,65.3,104.46,6.73,25.85,1.36,74.23,29.12727225,115.6793103,Moderate,2017,4,Summer
nagpur,4/3/2017,65.85,106.69,13.48,16.85,1.39,87.31,24.51397014,117.5568966,Moderate,2017,4,Summer
nagpur,4/4/2017,78.4,114.03,16.57,18.5,1.23,82.97,24.33587445,160.4,Moderate,2017,4,Summer
nagpur,4/5/2017,62.84,98.14,10.27,16.61,1.08,74.83,22.51348305,107.2813793,Satisfactory,2017,4,Summer
nagpur,4/6/2017,52.42,79.17,5.38,25.52,1.5,66.66,33.58652269,87.19241379,Satisfactory,2017,4,Summer
nagpur,4/7/2017,63.53,94.85,5.76,19.16,0.9,72.3,29.83769195,109.6368966,Satisfactory,2017,4,Summer
nagpur,4/8/2017,79.79,215.78,43.56,8.13,1.05,84.18,31.81286292,177.2632215,Poor,2017,4,Summer
nagpur,4/9/2017,98.37,174.34,12.29,1.87,1.04,97.06,9.286475038,226.1596552,Moderate,2017,4,Summer
nagpur,4/10/2017,69.69,111.78,24.3,1.5,1.02,90.89,8.394649214,130.6658621,Moderate,2017,4,Summer
nagpur,4/11/2017,66.98,92.01,8.46,22.09142857,0.96,81.09,27.46075863,121.4144828,Satisfactory,2017,4,Summer
nagpur,4/12/2017,79.45,126.41,7.52,22.09142857,2.21,38.41,30.38609621,163.9844828,Moderate,2017,4,Summer
nagpur,4/13/2017,87.94,162,24.68,34.75,2.07,73.46,32.75798581,192.9675862,Moderate,2017,4,Summer
nagpur,4/14/2017,96.7,157.11,18.54,19.52,1.47,80.27,30.51911659,220.4586207,Moderate,2017,4,Summer
nagpur,4/15/2017,84.1,129.12,19.05,25.25,1.04,77.22,36.09794581,179.8586207,Moderate,2017,4,Summer
nagpur,4/16/2017,77.43,119.97,7.72,35.83,0.93,89.21,27.72409459,157.0886207,Moderate,2017,4,Summer
nagpur,4/17/2017,79.61,120.06,17.16,40.03,1.54,97.53,30.42001935,164.5306897,Moderate,2017,4,Summer
nagpur,4/18/2017,70.85,106.29,9.69,30.05,0.57,102.93,26.82514409,134.6258621,Moderate,2017,4,Summer
nagpur,4/19/2017,57.81,91.57,8.47,28.28,0.76,101.81,28.66445934,102.1968657,Moderate,2017,4,Summer
nagpur,4/20/2017,65.78,95.99,7.69,31.37,1.08,79.36,23.6162972,117.317931,Satisfactory,2017,4,Summer
nagpur,4/21/2017,49.66,79.54,3.88,25.01,0.66,87.05,30.56248735,87.05,Satisfactory,2017,4,Summer
nagpur,4/22/2017,50.93,73.29,5.68,20.37,0.57,106.97,47.59828852,109.8213433,Moderate,2017,4,Summer
nagpur,4/23/2017,52.08,74.36,6.11,18.73,0.46,98.78,43.32102754,98.78,Satisfactory,2017,4,Summer
nagpur,4/24/2017,53.75,82.2,4.42,20.42,0.52,90.09,61.16713544,90.09,Satisfactory,2017,4,Summer
nagpur,4/25/2017,52.06,81.1,5.64,22.37,0.84,82.65,43.35452601,86.58413793,Satisfactory,2017,4,Summer
nagpur,4/26/2017,60.83,86.54,4.41,21.98,0.65,81.2,47.90535379,86.54,Satisfactory,2017,4,Summer
nagpur,4/27/2017,53.84,71.12,6.05,24.07,0.86,85.45,35.37429574,89.59172414,Satisfactory,2017,4,Summer
nagpur,4/28/2017,57.63,79.51,8.26,22.72,0.84,86.77,34.09709161,95.99551724,Satisfactory,2017,4,Summer
nagpur,4/29/2017,58.79,86.22,15.36,19.45,1.04,89.36,36.88863122,97.95551724,Satisfactory,2017,4,Summer
nagpur,4/30/2017,53.88,69.79,11.78,16.55,0.73,90.15,38.71950072,90.15,Satisfactory,2017,4,Summer
nagpur,5/1/2017,57.15,92.88,13.76,17.02,1.09,93.71,31.52503567,95.18448276,Satisfactory,2017,5,Summer
nagpur,5/2/2017,57.65,96.87,35.54,25.91,1.27,96.49,27.14481962,96.87,Satisfactory,2017,5,Summer
nagpur,5/3/2017,72.08,111.9,20.47,21,0.9,113.7,26.5883108,138.8248276,Moderate,2017,5,Summer
nagpur,5/4/2017,44.42,70.23,12.91,26.08,1.44,109.87,28.11712,114.1064179,Moderate,2017,5,Summer
nagpur,5/5/2017,69.07,108.84,15.16,23.06,1.66,94.01,30.75073062,128.5493103,Moderate,2017,5,Summer
nagpur,5/6/2017,73.8,107.15,35.16,22.5,0.83,103.04,26.40512956,144.6965517,Moderate,2017,5,Summer
nagpur,5/7/2017,48.38,74.2,10.86,22.42,0.39,129.1,29.41024517,142.5208955,Moderate,2017,5,Summer
nagpur,5/8/2017,50.82,73.23,28.64,19.66,0.81,98.79,22.37780517,98.79,Satisfactory,2017,5,Summer
nagpur,5/9/2017,62.28,67.39,36.64,23.8,1.02,96.03,23.91898414,105.3696552,Satisfactory,2017,5,Summer
nagpur,5/10/2017,52.4,66.94,23.54,17.22,0.64,132.51,25.05159694,147.5595522,Moderate,2017,5,Summer
nagpur,5/11/2017,59.78,76.71,19.87,20.58,0.7,106.06,38.03892842,108.4767164,Moderate,2017,5,Summer
nagpur,5/12/2017,60.76,77.14,13.27,17.23,0.74,100.6,41.07880842,77.14,Moderate,2017,5,Summer
nagpur,5/13/2017,62.01,87.76,15.27,15.83,0.77,89.89,34.74724463,104.447931,Satisfactory,2017,5,Summer
nagpur,5/14/2017,58.37,80.69,17.84,21.87,0.66,124.22,57.36820034,135.3101493,Moderate,2017,5,Summer
nagpur,5/15/2017,70.51,89.5,24.83,19.14,0.8,99.68,25.15431429,133.4651724,Satisfactory,2017,5,Summer
nagpur,5/16/2017,54.25,87.96,9.38,16.03,0.61,100.73,39.14945589,90.28448276,Moderate,2017,5,Summer
nagpur,5/17/2017,54.15,101.37,8.44,15.28,0.53,91.14,41.91515743,101.2458389,Moderate,2017,5,Summer
nagpur,5/18/2017,56.54,96.26,8.78,15.56,0.54,100.05,34.71559205,96.26,Moderate,2017,5,Summer
nagpur,5/19/2017,54.17,91.05,12.23,16.34,0.67,92.85,42.55466966,92.85,Satisfactory,2017,5,Summer
nagpur,5/20/2017,51.76,85.05,7.68,16.82,0.56,64.27,42.32761011,86.07724138,Satisfactory,2017,5,Summer
nagpur,5/21/2017,43.62,73.05,5.61,16.36,0.55,95.87,28.29693272,95.87,Satisfactory,2017,5,Summer
nagpur,5/22/2017,41.71,72.41,6.13,17.84,0.77,85.45,17.17231319,85.45,Satisfactory,2017,5,Summer
nagpur,5/23/2017,45.88,72.36,6.13,19.2,1.1,77.72,27.23667516,77.72,Satisfactory,2017,5,Summer
nagpur,5/24/2017,59.63,95.52,6.27,26.64,1.35,68.29,23.81453719,99.37482759,Satisfactory,2017,5,Summer
nagpur,5/25/2017,73.47,126.27,29.4,22.52,1.01,73.87,23.02923548,143.57,Moderate,2017,5,Summer
nagpur,5/26/2017,56.07,86.35,42.83,19.71,0.38,100.91,31.33944286,93.35965517,Moderate,2017,5,Summer
nagpur,5/27/2017,70.92,118.18,17.18,13.8,0.53,131.03,31.75845048,145.3726866,Moderate,2017,5,Summer
nagpur,5/28/2017,38.04,47.4,7.72,22.72,0.43,91.74,16.2449,91.74,Satisfactory,2017,5,Summer
nagpur,5/29/2017,37.15,55.2,8.76,22.65,0.76,121.23,17.63474835,130.8920896,Moderate,2017,5,Summer
nagpur,5/30/2017,37.11,67.1,5.62,16.91,0.64,47.17,19.68847501,67.1,Satisfactory,2017,5,Summer
nagpur,5/31/2017,39.69,61.63,4.75,21.41,0.79,50.96,25.12733692,65.68310345,Satisfactory,2017,5,Summer
nagpur,6/1/2017,40.15,64.68,8.02,25.21,0.52,51.82,4.315,66.46034483,Satisfactory,2017,6,Monsoon
nagpur,6/2/2017,22.49,34.78,1.55,12.04,0.58,53.98,4.315,53.98,Satisfactory,2017,6,Monsoon
nagpur,6/3/2017,48.66,70.93,6.2,20.37,0.78,85.48,4.315,85.48,Satisfactory,2017,6,Monsoon
nagpur,6/4/2017,40.96,64.56,5.65,20.21,0.56,95.18,4.315,95.18,Satisfactory,2017,6,Monsoon
nagpur,6/5/2017,37.79,61.85,5.44,20.12,0.53,77.09,4.315,77.09,Satisfactory,2017,6,Monsoon
nagpur,6/6/2017,28.67,46.53,7.08,18.71,0.46,91.28,4.315,91.28,Satisfactory,2017,6,Monsoon
nagpur,6/7/2017,32.83,53.01,2.51,22.82,0.37,0.77,4.315,54.09206897,Satisfactory,2017,6,Monsoon
nagpur,6/8/2017,26.24,43.82,2.86,17.43,0.52,0.41,4.315,43.82,Good,2017,6,Monsoon
nagpur,6/9/2017,29.63,53.42,5.48,18.66,0.64,0.49,4.315,53.42,Satisfactory,2017,6,Monsoon
nagpur,6/10/2017,25.54,48.67,3.63,17.62,0.66,0.33,4.315,48.67,Good,2017,6,Monsoon
nagpur,6/11/2017,36.16,48.63,2.12,23.53,0.62,0.73,4.315,59.71862069,Good,2017,6,Monsoon
nagpur,6/12/2017,22.76,30.38,1.8,26.75,0.79,0.49,4.315,39.5,Good,2017,6,Monsoon
nagpur,6/13/2017,28.95,47.91,4.85,28.18,1.09,9.79,4.315,48.25,Good,2017,6,Monsoon
nagpur,6/14/2017,32.6,49.15,5.39,41.23,0.95,25.85,4.315,53.70344828,Good,2017,6,Monsoon
nagpur,6/15/2017,27.18,51.92,1.99,21.45,0.47,0.39,4.315,51.92,Satisfactory,2017,6,Monsoon
nagpur,6/16/2017,24.38,38.07,6.83,23.98,0.85,0.75,4.315,42.5,Good,2017,6,Monsoon
nagpur,6/17/2017,22.34,40.63,5.41,21.33,0.7,0.32,4.315,40.63,Good,2017,6,Monsoon
nagpur,6/18/2017,27.48,45.71,5.39,19.58,0.58,0.66,4.315,45.8,Good,2017,6,Monsoon
nagpur,6/19/2017,26.35,45.93,3.4,14.7,0.53,39.15,4.315,45.93,Good,2017,6,Monsoon
nagpur,6/20/2017,23.02,47.39,5.38,6.89,0.84,58.05,4.315,58.05,Satisfactory,2017,6,Monsoon
nagpur,6/21/2017,24.79,43.1,11.65,5.98,0.52,55.09,4.315,55.09,Satisfactory,2017,6,Monsoon
nagpur,6/22/2017,19.42,33.57,2.23,6.43,0.51,58.76,4.315,58.76,Satisfactory,2017,6,Monsoon
nagpur,6/23/2017,26.02,38.31,3.93,8.02,0.83,44.82,4.315,44.82,Good,2017,6,Monsoon
nagpur,6/24/2017,30.62,49.86,4.68,7.07,0.98,51.52,4.315,51.52,Satisfactory,2017,6,Monsoon
nagpur,6/25/2017,21.19,30.76,2.95,7.62,0.45,60.18,4.315,60.18,Satisfactory,2017,6,Monsoon
